N,P,K,temperature,humidity,ph,rainfall,crop,location,season,yield
118,49,13,23.38,81.41,6.85,84.86,cotton,Coastal Delta,Rabi,2.17
116,38,21,24.94,78.03,8.04,71.77,cotton,Northeast Plain,Kharif,2.42
124,44,30,24.75,78.67,6.09,74.85,cotton,Southern Hills,Rabi,2.06
109,43,19,24.51,73.52,6.82,78.8,cotton,Coastal Delta,Whole Year,2.9
97,31,13,25.82,79.24,6.53,58.81,cotton,Coastal Delta,Rabi,2.29
118,43,24,21.25,77.53,6.9,84.31,cotton,Coastal Delta,Rabi,2.34
107,42,13,25.06,76.87,7.51,66.57,cotton,Southern Hills,Whole Year,2.13
98,41,29,22.96,76.47,5.61,71.79,cotton,Western Dry Zone,Zaid,2.8
97,44,17,24.83,79.82,6.62,81.04,cotton,Coastal Delta,Rabi,2.8
125,37,20,23.04,76.24,7.29,77.67,cotton,Central Plateau,Zaid,2.88
107,42,25,21.75,77.28,5.97,71.35,cotton,Coastal Delta,Kharif,3.04
123,42,19,23.6,79.88,6.09,60.44,cotton,Central Plateau,Kharif,3.0
123,33,26,23.71,77.93,7.74,81.03,cotton,Southern Hills,Rabi,2.39
111,47,17,24.72,80.3,6.81,72.74,cotton,Coastal Delta,Whole Year,2.7
114,32,15,22.93,76.82,6.98,66.93,cotton,Southern Hills,Zaid,2.51
114,41,17,23.44,80.75,8.1,71.38,cotton,Western Dry Zone,Kharif,2.16
116,32,29,22.6,74.13,7.89,77.23,cotton,Coastal Delta,Rabi,2.0
108,40,21,22.29,79.19,7.27,74.63,cotton,Western Dry Zone,Whole Year,2.65
101,49,24,24.63,74.61,6.98,81.67,cotton,Northeast Plain,Kharif,2.43
99,34,24,22.57,76.66,5.84,76.07,cotton,Coastal Delta,Zaid,2.78
117,38,16,23.55,80.12,7.06,78.34,cotton,Western Dry Zone,Whole Year,2.73
119,45,17,22.9,75.92,7.24,83.94,cotton,Central Plateau,Kharif,2.16
98,47,19,23.93,77.24,6.29,75.56,cotton,Coastal Delta,Whole Year,2.17
119,45,11,22.35,79.86,7.16,64.87,cotton,Western Dry Zone,Whole Year,2.12
100,37,19,23.84,77.43,7.13,67.58,cotton,Southern Hills,Zaid,2.77
106,53,18,25.81,76.2,7.68,72.1,cotton,Southern Hills,Zaid,2.53
112,38,28,24.25,76.41,8.24,79.38,cotton,Coastal Delta,Kharif,2.52
112,49,24,23.25,79.23,5.82,83.92,cotton,Southern Hills,Whole Year,3.07
110,43,25,23.99,77.58,7.09,77.08,cotton,Southern Hills,Zaid,2.63
105,45,25,25.46,78.8,6.39,70.63,cotton,Coastal Delta,Kharif,2.74
121,44,20,24.28,81.29,6.57,66.85,cotton,Northeast Plain,Rabi,2.31
100,47,21,22.34,80.44,7.74,52.03,cotton,Central Plateau,Whole Year,1.95
115,48,14,22.88,79.23,7.61,72.45,cotton,Western Dry Zone,Whole Year,2.59
110,40,26,23.4,80.5,7.15,63.13,cotton,Western Dry Zone,Zaid,2.32
108,42,13,23.52,79.14,6.32,68.79,cotton,Central Plateau,Kharif,2.81
115,33,16,23.52,77.86,6.13,75.8,cotton,Coastal Delta,Zaid,2.34
105,49,23,24.51,79.91,7.68,72.02,cotton,Southern Hills,Whole Year,2.82
115,34,22,24.27,77.02,6.75,72.14,cotton,Central Plateau,Whole Year,2.41
110,41,24,23.77,79.0,6.41,85.09,cotton,Coastal Delta,Kharif,3.06
109,40,19,25.53,78.8,7.48,76.48,cotton,Northeast Plain,Rabi,2.24
103,38,16,24.28,75.62,6.9,74.58,cotton,Central Plateau,Rabi,2.38
115,44,14,23.56,78.39,6.45,77.77,cotton,Coastal Delta,Kharif,3.13
98,50,20,23.84,74.91,7.42,61.5,cotton,Western Dry Zone,Kharif,1.98
105,53,19,24.01,77.54,7.22,57.4,cotton,Southern Hills,Whole Year,2.93
114,40,20,21.27,77.4,6.49,80.48,cotton,Western Dry Zone,Kharif,2.85
109,47,24,24.39,74.61,7.54,72.11,cotton,Northeast Plain,Kharif,2.56
118,44,21,23.81,78.04,7.66,68.71,cotton,Central Plateau,Rabi,2.72
115,36,15,24.38,77.64,8.19,70.83,cotton,Central Plateau,Zaid,3.12
105,49,17,23.69,76.39,6.65,65.88,cotton,Southern Hills,Rabi,2.08
108,53,24,22.74,77.48,7.78,71.03,cotton,Northeast Plain,Rabi,2.3
111,46,29,24.38,78.17,6.56,56.96,cotton,Coastal Delta,Kharif,2.17
101,37,23,22.56,73.9,6.41,70.15,cotton,Southern Hills,Whole Year,2.58
121,37,13,25.29,79.98,7.75,70.2,cotton,Northeast Plain,Zaid,2.78
103,34,16,24.96,77.27,6.7,79.21,cotton,Coastal Delta,Whole Year,2.42
108,40,23,22.6,75.8,6.34,67.52,cotton,Northeast Plain,Kharif,2.64
120,44,18,22.97,76.97,7.76,59.94,cotton,Coastal Delta,Zaid,2.72
119,53,21,21.67,76.76,5.9,57.08,cotton,Northeast Plain,Whole Year,2.35
101,31,19,24.54,79.95,6.01,75.36,cotton,Northeast Plain,Rabi,2.6
107,39,15,23.71,74.15,6.8,79.27,cotton,Northeast Plain,Zaid,2.15
115,42,24,24.89,76.95,6.06,59.52,cotton,Coastal Delta,Whole Year,3.12
124,48,29,21.98,80.53,6.79,67.12,cotton,Western Dry Zone,Kharif,2.48
122,55,24,24.14,80.54,7.08,85.34,cotton,Central Plateau,Whole Year,2.65
110,33,30,23.09,74.52,5.65,67.36,cotton,Central Plateau,Zaid,2.82
110,36,13,22.64,77.46,7.72,79.5,cotton,Coastal Delta,Whole Year,2.93
104,33,22,23.73,75.52,5.8,75.95,cotton,Western Dry Zone,Whole Year,2.13
100,39,15,22.68,79.82,6.28,68.77,cotton,Central Plateau,Kharif,3.05
110,39,23,23.29,77.84,7.28,54.87,cotton,Coastal Delta,Zaid,1.96
106,40,17,24.87,76.28,6.43,64.26,cotton,Coastal Delta,Kharif,2.16
104,44,20,22.94,81.24,7.08,66.65,cotton,Western Dry Zone,Whole Year,2.84
109,53,28,23.28,80.3,7.03,62.36,cotton,Central Plateau,Zaid,2.1
114,38,14,23.54,79.29,6.4,69.37,cotton,Coastal Delta,Rabi,2.3
110,42,19,23.86,75.7,7.82,84.73,cotton,Southern Hills,Whole Year,2.84
110,48,27,23.14,73.87,7.39,72.14,cotton,Central Plateau,Whole Year,3.12
107,38,14,22.18,73.58,6.74,79.7,cotton,Coastal Delta,Rabi,2.03
100,49,26,23.45,77.34,5.58,69.73,cotton,Coastal Delta,Kharif,2.88
117,45,20,24.35,76.62,7.32,66.78,cotton,Coastal Delta,Kharif,2.11
117,54,18,21.63,76.31,6.33,70.15,cotton,Western Dry Zone,Rabi,2.31
105,46,28,23.59,77.85,7.55,84.3,cotton,Western Dry Zone,Whole Year,2.68
116,41,19,23.08,80.13,7.4,72.16,cotton,Western Dry Zone,Kharif,2.29
107,44,25,22.37,80.44,7.91,53.68,cotton,Northeast Plain,Whole Year,2.58
101,35,30,24.96,79.08,5.9,81.89,cotton,Western Dry Zone,Kharif,2.19
115,39,21,24.64,79.08,7.4,65.97,cotton,Coastal Delta,Whole Year,3.16
115,45,19,23.36,78.5,6.38,66.93,cotton,Central Plateau,Kharif,2.99
77,40,41,23.82,79.18,6.82,197.84,jute,Western Dry Zone,Rabi,3.49
61,50,34,23.93,72.17,6.93,162.79,jute,Central Plateau,Rabi,3.14
57,42,49,23.62,79.22,6.14,176.53,jute,Southern Hills,Whole Year,3.36
66,33,38,23.77,73.51,6.64,187.79,jute,Southern Hills,Rabi,3.38
83,41,42,25.21,78.99,6.3,170.64,jute,Coastal Delta,Rabi,2.32
76,51,35,23.52,72.09,6.71,154.3,jute,Western Dry Zone,Zaid,2.76
67,38,45,24.66,84.96,6.92,164.66,jute,Southern Hills,Zaid,2.19
69,43,42,24.26,86.32,7.16,189.83,jute,Central Plateau,Kharif,2.43
61,45,35,26.53,72.39,6.17,190.33,jute,Southern Hills,Zaid,3.01
66,47,45,26.59,79.92,6.19,206.33,jute,Central Plateau,Zaid,3.51
76,48,41,26.48,83.1,6.5,163.41,jute,Northeast Plain,Whole Year,3.37
68,42,36,25.75,87.28,6.22,142.56,jute,Western Dry Zone,Kharif,2.23
80,41,38,27.31,82.22,6.8,195.01,jute,Central Plateau,Zaid,3.34
64,44,46,26.1,73.15,5.98,164.83,jute,Western Dry Zone,Zaid,2.92
69,37,47,24.94,87.3,6.16,196.8,jute,Northeast Plain,Zaid,2.91
74,38,30,23.68,74.02,6.17,147.75,jute,Northeast Plain,Kharif,3.62
61,47,45,23.83,70.68,6.19,153.59,jute,Western Dry Zone,Kharif,3.32
79,42,34,24.34,76.91,6.15,146.83,jute,Central Plateau,Zaid,2.39
57,42,34,24.63,72.6,6.62,168.82,jute,Western Dry Zone,Rabi,2.85
71,44,39,27.05,76.13,6.61,198.86,jute,Western Dry Zone,Zaid,3.48
83,48,44,26.53,80.38,5.97,161.77,jute,Coastal Delta,Kharif,2.74
78,39,37,25.08,80.88,6.33,195.43,jute,Coastal Delta,Zaid,3.68
69,38,39,26.48,85.32,6.21,197.25,jute,Western Dry Zone,Zaid,2.8
64,39,33,26.12,74.74,6.32,164.93,jute,Coastal Delta,Rabi,2.85
78,45,37,24.88,83.95,6.8,149.75,jute,Northeast Plain,Kharif,2.65
65,53,40,25.83,76.76,6.17,184.38,jute,Southern Hills,Whole Year,2.92
68,48,35,26.26,77.84,6.41,190.94,jute,Northeast Plain,Kharif,2.64
69,50,44,25.86,85.05,6.3,174.46,jute,Coastal Delta,Zaid,3.65
84,49,41,23.7,78.01,7.26,170.29,jute,Southern Hills,Zaid,3.34
67,43,40,23.77,79.95,6.8,187.27,jute,Western Dry Zone,Kharif,3.45
62,37,47,24.88,81.06,6.6,199.81,jute,Western Dry Zone,Whole Year,3.65
72,48,41,24.84,72.49,7.04,178.14,jute,Northeast Plain,Whole Year,2.23
73,43,48,23.3,74.15,5.97,155.17,jute,Northeast Plain,Rabi,2.45
77,45,38,25.49,72.76,6.85,149.74,jute,Northeast Plain,Rabi,2.62
69,42,48,22.71,73.62,6.73,198.25,jute,Southern Hills,Rabi,2.92
77,46,41,27.68,73.33,6.42,193.3,jute,Coastal Delta,Whole Year,3.47
79,44,33,27.13,78.4,6.71,199.46,jute,Western Dry Zone,Whole Year,3.64
75,53,43,23.5,86.09,6.88,196.63,jute,Coastal Delta,Rabi,3.2
80,50,30,25.88,80.19,6.45,187.57,jute,Western Dry Zone,Rabi,2.59
57,36,38,22.82,79.47,6.45,168.57,jute,Coastal Delta,Zaid,2.58
69,45,41,24.2,71.11,6.47,151.36,jute,Western Dry Zone,Whole Year,2.26
74,34,43,23.74,84.06,6.71,205.41,jute,Western Dry Zone,Kharif,2.3
72,38,33,26.48,71.74,6.33,167.0,jute,Western Dry Zone,Rabi,3.59
67,47,42,26.31,71.93,6.86,171.71,jute,Central Plateau,Rabi,3.61
61,42,33,26.07,80.06,6.44,167.75,jute,Northeast Plain,Rabi,3.73
67,47,39,24.41,76.87,6.58,154.46,jute,Coastal Delta,Rabi,3.72
66,49,46,25.12,87.24,6.74,208.36,jute,Coastal Delta,Kharif,3.46
69,35,47,26.46,83.53,6.48,144.81,jute,Southern Hills,Rabi,3.42
75,40,38,24.41,70.11,6.82,179.74,jute,Northeast Plain,Whole Year,3.31
78,37,33,24.32,71.6,5.97,167.53,jute,Western Dry Zone,Whole Year,3.29
68,40,46,25.68,85.56,6.62,175.85,jute,Southern Hills,Zaid,3.75
61,47,43,24.25,83.67,6.86,168.55,jute,Northeast Plain,Rabi,3.7
78,45,41,23.44,73.74,6.29,180.3,jute,Coastal Delta,Zaid,2.19
72,43,37,23.5,67.74,7.21,182.29,jute,Western Dry Zone,Whole Year,2.96
69,40,41,24.27,72.3,7.1,181.63,jute,Western Dry Zone,Zaid,3.05
67,45,46,23.24,82.4,7.18,183.0,jute,Southern Hills,Kharif,3.74
68,41,43,23.84,75.65,6.91,188.27,jute,Western Dry Zone,Zaid,2.54
65,51,43,25.62,85.52,6.69,195.07,jute,Southern Hills,Kharif,2.76
67,48,43,27.48,70.02,6.63,163.37,jute,Central Plateau,Zaid,2.27
69,49,47,25.21,85.51,5.93,176.84,jute,Coastal Delta,Rabi,3.08
67,47,42,22.82,70.58,6.86,178.33,jute,Northeast Plain,Whole Year,2.45
79,42,39,25.66,80.7,6.32,193.34,jute,Coastal Delta,Zaid,2.61
69,47,46,23.67,84.86,7.16,188.42,jute,Central Plateau,Rabi,2.82
59,45,30,23.63,73.32,6.96,175.39,jute,Northeast Plain,Rabi,2.31
73,52,47,23.19,76.5,6.42,168.05,jute,Northeast Plain,Whole Year,3.65
72,44,46,26.04,70.86,6.86,167.62,jute,Southern Hills,Rabi,2.44
63,48,45,24.2,72.08,6.42,167.57,jute,Southern Hills,Kharif,2.24
69,39,40,25.69,80.72,6.3,162.17,jute,Central Plateau,Whole Year,2.51
77,37,41,24.24,74.92,6.25,196.05,jute,Coastal Delta,Rabi,2.63
69,54,33,24.61,74.35,6.97,159.16,jute,Southern Hills,Zaid,2.8
73,47,40,25.74,85.52,6.68,198.2,jute,Northeast Plain,Kharif,2.74
76,41,41,26.76,70.66,6.66,186.88,jute,Southern Hills,Rabi,2.98
65,47,46,23.22,73.44,6.58,200.06,jute,Coastal Delta,Rabi,3.38
66,44,36,23.59,85.93,5.88,192.46,jute,Southern Hills,Whole Year,2.3
66,55,34,24.65,72.48,6.42,177.56,jute,Northeast Plain,Rabi,2.34
71,36,39,25.05,78.03,7.18,192.82,jute,Northeast Plain,Zaid,3.35
67,51,40,24.07,86.91,5.84,159.41,jute,Coastal Delta,Whole Year,2.63
60,47,38,25.57,84.61,6.47,181.86,jute,Western Dry Zone,Whole Year,3.04
63,46,45,24.36,83.5,6.39,153.38,jute,Western Dry Zone,Whole Year,2.78
79,34,39,22.14,78.74,6.33,187.76,jute,Coastal Delta,Kharif,2.5
80,45,45,24.48,82.64,6.94,203.55,jute,Central Plateau,Whole Year,2.98
63,34,38,26.42,73.9,6.26,162.09,jute,Southern Hills,Rabi,2.83
72,44,48,25.48,69.48,6.92,189.8,jute,Central Plateau,Rabi,3.08
79,50,41,25.55,72.05,6.21,199.54,jute,Western Dry Zone,Kharif,3.46
81,31,41,23.33,86.04,7.13,201.68,jute,Coastal Delta,Whole Year,2.34
74,36,36,25.98,71.67,6.77,199.29,jute,Central Plateau,Whole Year,3.64
64,41,46,23.37,84.58,6.71,162.07,jute,Northeast Plain,Zaid,2.2
59,42,41,23.47,82.78,6.4,185.39,jute,Coastal Delta,Zaid,3.31
62,38,49,24.45,72.06,6.09,162.94,jute,Western Dry Zone,Zaid,3.12
82,39,40,22.64,74.25,6.05,170.53,jute,Western Dry Zone,Kharif,2.98
71,42,34,25.1,81.44,6.14,187.29,jute,Central Plateau,Kharif,3.77
63,53,41,25.97,90.3,5.93,180.8,jute,Western Dry Zone,Rabi,2.55
73,38,35,24.3,84.07,6.94,183.66,jute,Central Plateau,Kharif,3.51
78,49,40,27.7,83.97,6.82,183.22,jute,Western Dry Zone,Zaid,3.43
66,40,41,24.98,87.5,6.47,163.65,jute,Central Plateau,Kharif,2.41
77,48,41,25.09,80.1,5.95,178.28,jute,Western Dry Zone,Zaid,2.6
56,48,32,26.4,80.16,6.84,170.32,jute,Coastal Delta,Whole Year,3.2
70,44,37,25.46,79.27,6.7,162.7,jute,Northeast Plain,Zaid,2.77
78,36,40,24.64,77.69,6.15,177.67,jute,Coastal Delta,Zaid,3.55
80,55,41,22.39,86.98,6.79,193.63,jute,Western Dry Zone,Rabi,2.22
102,29,27,25.26,57.69,6.83,148.31,coffee,Coastal Delta,Whole Year,2.39
99,17,28,23.74,53.92,6.97,149.02,coffee,Western Dry Zone,Zaid,2.77
112,25,38,23.16,62.5,7.22,137.72,coffee,Central Plateau,Kharif,2.12
109,21,23,24.26,60.86,7.15,163.52,coffee,Southern Hills,Whole Year,2.22
94,20,33,25.58,54.79,6.9,170.08,coffee,Western Dry Zone,Rabi,1.92
96,29,24,24.74,51.7,6.54,188.35,coffee,Western Dry Zone,Kharif,2.58
90,24,31,23.58,58.1,6.94,169.56,coffee,Coastal Delta,Zaid,2.69
99,22,39,23.17,51.99,6.29,186.62,coffee,Central Plateau,Rabi,2.76
93,28,31,24.34,59.05,6.91,148.16,coffee,Northeast Plain,Zaid,2.46
99,17,32,25.87,62.24,6.82,149.35,coffee,Central Plateau,Whole Year,1.97
106,18,25,23.86,63.59,6.21,176.43,coffee,Northeast Plain,Whole Year,2.42
104,26,28,24.93,55.71,7.6,171.52,coffee,Northeast Plain,Rabi,2.93
106,25,37,26.22,48.75,6.42,143.24,coffee,Central Plateau,Kharif,1.8
107,25,25,26.66,52.26,6.9,153.15,coffee,Northeast Plain,Whole Year,2.7
94,17,40,25.57,53.34,7.12,147.1,coffee,Southern Hills,Zaid,2.4
95,24,33,24.15,55.67,7.11,169.23,coffee,Southern Hills,Rabi,2.02
98,19,27,24.66,54.42,6.55,141.46,coffee,Southern Hills,Whole Year,2.94
100,33,29,24.06,57.06,6.87,171.75,coffee,Southern Hills,Whole Year,2.36
95,21,37,25.95,59.66,6.55,145.67,coffee,Western Dry Zone,Kharif,1.86
104,27,38,25.2,65.26,7.16,163.5,coffee,Western Dry Zone,Rabi,2.44
102,24,34,26.1,58.23,6.32,154.17,coffee,Southern Hills,Whole Year,2.15
103,29,33,25.58,51.51,6.35,147.9,coffee,Southern Hills,Whole Year,1.83
99,22,28,23.84,52.04,6.86,167.14,coffee,Western Dry Zone,Kharif,2.96
104,13,27,25.66,62.1,6.98,149.08,coffee,Western Dry Zone,Zaid,2.88
105,24,36,25.58,63.26,6.07,186.75,coffee,Western Dry Zone,Zaid,2.21
98,12,26,25.72,54.78,6.17,190.58,coffee,Western Dry Zone,Whole Year,2.06
103,30,34,23.49,62.91,6.84,165.04,coffee,Coastal Delta,Rabi,2.92
95,25,28,25.3,61.19,6.52,183.9,coffee,Western Dry Zone,Rabi,2.8
108,21,31,25.66,57.89,6.31,174.29,coffee,Northeast Plain,Zaid,2.06
89,23,35,24.92,63.73,6.24,145.77,coffee,Western Dry Zone,Zaid,1.9
92,31,31,23.84,57.78,6.63,154.15,coffee,Central Plateau,Kharif,2.58
96,16,23,25.26,63.81,7.62,141.86,coffee,Coastal Delta,Rabi,2.59
99,21,28,25.93,49.71,7.42,156.14,coffee,Central Plateau,Kharif,2.27
106,30,31,27.08,56.36,5.86,196.0,coffee,Coastal Delta,Zaid,2.85
112,24,26,25.79,49.19,7.49,183.1,coffee,Coastal Delta,Kharif,2.08
113,21,35,25.59,55.06,6.07,187.24,coffee,Northeast Plain,Kharif,2.65
113,19,30,25.26,49.14,7.26,167.13,coffee,Southern Hills,Zaid,2.55
110,21,25,24.13,61.61,7.29,172.58,coffee,Central Plateau,Whole Year,1.92
110,27,26,24.84,55.67,7.58,159.38,coffee,Western Dry Zone,Zaid,2.8
91,19,28,23.92,55.32,7.13,167.7,coffee,Southern Hills,Rabi,1.98
105,17,28,26.17,62.62,6.67,182.76,coffee,Coastal Delta,Kharif,2.76
100,25,24,23.15,56.49,6.87,180.5,coffee,Southern Hills,Zaid,2.43
104,15,23,23.24,61.44,7.4,195.36,coffee,Southern Hills,Rabi,1.87
96,33,29,23.67,52.38,6.74,152.54,coffee,Western Dry Zone,Rabi,1.95
92,16,35,26.25,54.89,6.31,169.36,coffee,Western Dry Zone,Kharif,1.94
108,13,26,23.59,53.36,7.1,145.29,coffee,Northeast Plain,Kharif,2.28
108,28,33,27.18,53.77,6.99,173.17,coffee,Central Plateau,Whole Year,2.45
93,27,23,23.8,63.29,7.27,175.31,coffee,Central Plateau,Kharif,2.31
91,24,32,24.28,57.87,7.5,138.4,coffee,Coastal Delta,Zaid,2.87
108,17,27,24.63,57.46,6.55,145.75,coffee,Northeast Plain,Whole Year,2.54
101,19,30,26.68,64.77,7.19,150.77,coffee,Western Dry Zone,Whole Year,2.17
98,26,25,23.9,61.76,7.16,150.29,coffee,Coastal Delta,Whole Year,2.72
99,30,24,23.1,56.66,6.6,147.07,coffee,Coastal Delta,Zaid,2.58
98,18,31,24.54,63.93,6.9,150.57,coffee,Central Plateau,Kharif,2.02
108,15,28,24.94,62.99,6.35,138.69,coffee,Northeast Plain,Rabi,2.89
104,24,22,24.35,62.78,6.6,182.75,coffee,Southern Hills,Rabi,2.73
87,26,40,26.1,61.23,6.94,134.84,coffee,Southern Hills,Rabi,2.58
91,20,34,23.64,56.23,7.62,151.25,coffee,Northeast Plain,Whole Year,2.73
93,24,24,24.48,57.85,7.09,170.27,coffee,Coastal Delta,Rabi,2.88
106,14,32,23.12,53.22,7.19,163.62,coffee,Western Dry Zone,Whole Year,1.97
110,30,36,26.86,67.13,7.56,168.44,coffee,Central Plateau,Rabi,2.63
94,25,33,26.1,65.19,6.16,149.31,coffee,Central Plateau,Rabi,2.93
85,17,31,22.87,61.87,6.99,169.27,coffee,Central Plateau,Zaid,2.38
99,29,36,24.26,58.9,7.12,160.92,coffee,Western Dry Zone,Rabi,2.78
89,20,38,27.6,63.04,7.35,131.35,coffee,Western Dry Zone,Rabi,1.94
110,12,34,23.78,60.02,6.81,148.62,coffee,Southern Hills,Rabi,1.77
100,25,35,25.2,61.4,6.62,154.36,coffee,Western Dry Zone,Kharif,2.7
99,13,25,23.57,61.56,6.23,154.74,coffee,Central Plateau,Zaid,2.06
99,12,30,25.19,56.39,6.9,171.39,coffee,Western Dry Zone,Zaid,2.03
109,24,34,24.17,55.99,6.33,163.51,coffee,Coastal Delta,Whole Year,2.06
101,22,28,22.88,49.01,6.41,198.84,coffee,Western Dry Zone,Rabi,1.96
95,20,29,24.17,57.45,7.28,169.47,coffee,Western Dry Zone,Rabi,2.27
95,31,32,25.0,56.52,7.28,151.42,coffee,Coastal Delta,Zaid,2.4
109,26,32,27.55,66.13,6.04,155.42,coffee,Western Dry Zone,Kharif,2.9
95,20,31,25.96,59.96,6.18,172.9,coffee,Western Dry Zone,Rabi,2.89
107,23,29,24.19,58.49,6.41,177.94,coffee,Western Dry Zone,Kharif,2.71
88,22,30,25.77,63.37,6.07,144.55,coffee,Northeast Plain,Kharif,2.04
94,29,39,23.23,51.84,7.31,165.1,coffee,Western Dry Zone,Rabi,1.83
98,29,21,25.33,60.48,7.25,166.84,coffee,Northeast Plain,Whole Year,2.8
103,26,27,24.09,59.11,6.79,151.54,coffee,Southern Hills,Rabi,2.24
99,17,33,25.23,58.98,7.49,154.51,coffee,Central Plateau,Rabi,2.68
106,24,34,24.79,62.93,7.03,180.25,coffee,Central Plateau,Kharif,2.28
114,26,28,25.02,56.72,7.0,156.56,coffee,Coastal Delta,Kharif,1.99
91,24,26,26.48,53.86,6.3,148.62,coffee,Southern Hills,Zaid,2.0
106,14,32,26.94,54.56,6.73,181.26,coffee,Northeast Plain,Kharif,2.38
105,10,23,25.1,54.65,6.18,149.51,coffee,Western Dry Zone,Zaid,1.82
100,33,32,26.57,55.4,7.02,142.37,coffee,Northeast Plain,Rabi,2.21
111,30,33,26.2,58.37,6.71,152.67,coffee,Coastal Delta,Kharif,2.17
101,22,20,24.91,56.79,5.97,143.22,coffee,Northeast Plain,Whole Year,1.79
111,19,37,26.45,59.0,6.89,195.33,coffee,Southern Hills,Zaid,2.04
107,26,32,24.74,61.06,6.89,185.81,coffee,Northeast Plain,Zaid,2.27
108,30,25,26.77,63.64,7.33,177.2,coffee,Southern Hills,Whole Year,2.79
107,28,37,23.95,57.53,6.63,155.65,coffee,Central Plateau,Rabi,1.92
91,18,31,25.67,58.79,6.97,170.0,coffee,Western Dry Zone,Zaid,2.6
98,18,32,25.39,63.94,6.63,168.52,coffee,Northeast Plain,Rabi,2.85
102,22,29,23.48,59.18,5.96,155.39,coffee,Central Plateau,Kharif,1.98
97,22,36,23.49,58.28,7.26,186.71,coffee,Central Plateau,Kharif,1.97
97,26,34,24.48,49.18,6.87,173.97,coffee,Southern Hills,Rabi,2.46
115,16,26,25.91,60.24,7.19,185.9,coffee,Southern Hills,Zaid,2.89
91,18,32,25.83,56.98,6.71,154.01,coffee,Central Plateau,Whole Year,2.37
